TIME,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
01.07.202103:30,22,689.5,754.6,61,2.5,3,0.1,0.1,0.1,1.1,10.1,14
01.07.202104:00,22,689.5,754.6,61,2.5,3,0.1,0.1,0.1,1.1,10.1,14
01.07.202104:30,22,690.2,755.4,61,2.9,3,0.1,0.1,0.1,1.1,10.1,14
01.07.202105:00,22,690.2,755.4,61,2.9,2,0.1,0.1,0.1,1.1,10.1,14
01.07.202105:30,22,690.2,755.4,61,2.9,3,0.1,0.1,0.1,1.1,10.1,14
01.07.202106:00,22,690.2,755.4,61,2.9,2,0.1,0.1,0.1,1.1,10.1,14
01.07.202106:30,22,690.2,755.4,65,5,1,0.1,0.1,0.1,1.1,10.1,15
01.07.202107:00,22,690.9,756.2,65,3,2,0.1,0.1,0.1,1.1,10.1,15
01.07.202107:30,23,691.1,756.2,61,3,2,0.1,0.1,0.1,1.1,10.1,15
01.07.202108:00,23,691.1,756.2,61,5,1,0.1,0.1,0.1,1.1,10.1,15
01.07.202108:30,24,691.3,756.2,57,5,1,0.1,0.1,0.1,1.1,10.1,15
01.07.202109:00,24,691.3,756.2,61,2.9,2,0.1,0.1,0.1,1.1,10.1,16
01.07.202109:30,24,691.3,756.2,57,3.5,2,0.1,0.1,0.1,1.1,10.1,15
01.07.202110:00,24,690.6,755.4,57,3.1,3,0.1,0.1,0.1,1.1,10.1,15
01.07.202110:30,24,690.6,755.4,57,3.1,3,0.1,0.1,0.1,1.1,10.1,15
01.07.202111:00,25,690.8,755.4,57,3,3,0.1,0.1,0.1,1.1,10.1,16
01.07.202111:30,26,691,755.4,51,3,4,0.1,0.1,0.1,1.1,10.1,15
01.07.202112:00,27,692,756.2,42,3.1,6,0.1,0.1,0.1,1.1,10.1,13
01.07.202112:30,28,692.2,756.2,42,3.5,5,0.1,0.1,0.1,1.7,10.1,14
01.07.202113:00,28,691.4,755.4,32,3,7,0.1,0.1,0.1,1.7,10.1,10
01.07.202113:30,27,691.2,755.4,34,3,6,0.1,0.1,0.1,1.7,10.1,10
01.07.202114:00,29,691.6,755.4,33,3,5,0.1,0.1,0.1,7.7,10.1,11
01.07.202114:30,29,690.9,754.6,33,2.9,5,0.1,0.1,0.1,7.7,10.1,11
01.07.202115:00,29,690.9,754.6,35,3,5,0.1,0.1,0.1,1.7,10.1,12
01.07.202115:30,29,690.3,753.9,33,3,4,9,0.1,0.1,1.7,10.1,11
01.07.202116:00,29,690.3,753.9,35,3,3,0.1,0.1,0.1,1.7,10.1,12
01.07.202116:30,29,690.3,753.9,29,3.1,4,0.1,0.1,0.1,1.7,10.1,9
01.07.202117:00,30,689.7,753.1,29,5,2,0.1,0.1,0.1,1.7,10.1,10
01.07.202117:30,29,689.5,753.1,33,3.1,3,0.1,0.1,0.1,1.7,10.1,11
01.07.202118:00,30,690.5,753.9,29,5,2,0.1,0.1,0.1,1.7,10.1,10
01.07.202118:30,28,690.1,753.9,35,5,1,0.1,0.1,0.1,1.73,10.1,11
01.07.202119:00,27,689.9,753.9,42,5,1,0.1,0.1,0.1,1.1,10.1,13
01.07.202119:30,25,690.1,754.6,54,3,1,0.1,0.1,0.1,1.73,10.1,15
01.07.202120:00,26,691,755.4,48,5,1,0.1,9,0.1,7.1,10.1,14
01.07.202120:30,23,691.1,756.2,47,5.1,11,17,9991,0.1,7.8,10.1,11
01.07.202121:00,18,691.4,757.7,83,5.1,10,0.1,9991,0.1,7.8,3,15
01.07.202121:30,18,690.7,756.9,78,1.9,6,0.1,391,41,7.8,10.1,14
01.07.202122:00,18,690.7,756.9,83,2.5,3,0.1,0.1,9,1.7,10.1,15
01.07.202122:30,18,690.7,756.9,83,1.1,1,0.1,0.1,0.1,1.1,10.1,15
01.07.202123:00,18,691.4,757.7,88,4.5,2,0.1,0.1,0.1,1.1,10.1,16
01.07.202123:30,19,690.9,756.9,78,5,1,0.1,0.1,0.1,1.1,10.1,15
01.08.202100:00,27,687.8,751.6,30,1.5,3,0.1,0.1,0.1,1.1,10.1,8
01.08.202100:30,27,687.8,751.6,30,1.5,5,0.1,0.1,0.1,1.1,10.1,8
01.08.202101:00,28,688,751.6,26,1.1,4,0.1,0.1,0.1,1.1,10.1,7
01.08.202101:30,26,688.2,752.3,32,1,4,0.1,0.1,0.1,1.1,10.1,8
01.08.202102:00,26,688.2,752.3,32,1,5,0.1,0.1,0.1,1.1,10.1,8
01.08.202102:30,24,687.8,752.3,39,1.5,2,0.1,0.1,0.1,1.1,10.1,9
01.08.202103:00,24,687.8,752.3,39,1.1,3,0.1,0.1,0.1,1.1,10.1,9
01.08.202103:30,24,687.8,752.3,39,1,4,0.1,0.1,0.1,1.1,10.1,9
01.08.202104:00,24,688.5,753.1,39,1,5,0.1,0.1,0.1,1.1,10.1,9
01.08.202104:30,24,687.8,752.3,39,1,5,0.1,0.1,0.1,1.1,10.1,9
01.08.202105:00,23,688.3,753.1,44,1.1,4,0.1,0.1,0.1,1.1,10.1,10
01.08.202105:30,23,688.3,753.1,44,1,5,0.1,0.1,0.1,1.1,10.1,10
01.08.202106:00,23,688.3,753.1,44,1,6,0.1,0.1,0.1,1.1,10.1,10
01.08.202106:30,23,689,753.9,44,1,6,0.1,0.1,0.1,1.1,10.1,10
01.08.202107:00,24,689.2,753.9,44,1.1,4,0.1,0.1,0.1,1.1,10.1,11
01.08.202107:30,24,689.2,753.9,44,1,5,0.1,0.1,0.1,1.1,10.1,11
01.08.202108:00,24,689.2,753.9,47,1,6,0.1,0.1,0.1,1.1,10.1,12
01.08.202108:30,25,689.4,753.9,42,1,8,0.1,0.1,0.1,1.1,10.1,11
01.08.202109:00,26,689.7,753.9,37,1,7,0.1,0.1,0.1,1.1,10.1,10
01.08.202109:30,26,689.7,753.9,37,1,8,0.1,0.1,0.1,1.1,10.1,10
01.08.202110:00,27,689.9,753.9,37,1,8,0.1,0.1,0.1,1.1,10.1,11
01.08.202110:30,28,690.1,753.9,32,1,7,0.1,0.1,0.1,1.1,10.1,10
01.08.202111:00,28,690.1,753.9,32,1,7,0.1,0.1,0.1,1.1,10.1,10
01.08.202111:30,29,690.3,753.9,29,1,6,0.1,0.1,0.1,1.1,10.1,9
01.08.202112:00,29,690.3,753.9,29,1,6,0.1,0.1,0.1,1.1,10.1,9
01.08.202112:30,30,689.7,753.1,27,1,6,0.1,0.1,0.1,1.1,10.1,9
01.08.202113:00,30,689.7,753.1,29,1.1,6,0.1,0.1,0.1,1.1,10.1,10
01.08.202113:30,31,689.9,753.1,29,1,5,0.1,0.1,0.1,1.1,10.1,11
01.08.202114:00,31,689.2,752.3,31,1.1,6,0.1,0.1,0.1,1.1,10.1,12
01.08.202114:30,31,689.2,752.3,29,1.1,5,0.1,0.1,0.1,1.1,10.1,11
01.08.202115:00,31,689.2,752.3,29,1.5,5,0.1,0.1,0.1,1.1,10.1,11
01.08.202115:30,31,689.2,752.3,29,1,7,0.1,0.1,0.1,1.1,10.1,11
01.08.202116:00,31,689.2,752.3,25,1.1,5,0.1,0.1,0.1,1.1,10.1,9
01.08.202116:30,31,689.2,752.3,25,1.1,6,0.1,0.1,0.1,1.1,10.1,9
01.08.202117:00,31,689.2,752.3,25,1.1,6,0.1,0.1,0.1,1.1,10.1,9
01.08.202117:30,30,689,752.3,27,1.1,6,0.1,0.1,0.1,1.1,10.1,9
01.08.202118:00,30,689.7,753.1,24,1.1,6,0.1,0.1,0.1,1.1,10.1,7
01.08.202118:30,29,689.5,753.1,22,1.5,4,0.1,0.1,0.1,1.1,10.1,5
01.08.202119:00,28,689.3,753.1,23,1.1,4,0.1,0.1,0.1,1.1,10.1,5
01.08.202119:30,28,690.1,753.9,21,1.5,3,0.1,0.1,0.1,1.1,10.1,4
01.08.202120:00,27,689.9,753.9,23,1.1,4,0.1,0.1,0.1,1.1,10.1,4
01.08.202120:30,25,690.1,754.6,32,2.1,3,0.1,0.1,0.1,1.1,10.1,7
01.08.202121:00,25,690.8,755.4,39,1.5,3,0.1,0.1,0.1,1.1,10.1,10
01.08.202121:30,24,690.6,755.4,47,1.9,3,0.1,0.1,0.1,1.1,10.1,12
01.08.202122:00,24,690.6,755.4,54,2,4,0.1,0.1,0.1,1.1,10.1,14
01.08.202122:30,24,691.3,756.2,54,2,3,0.1,0.1,0.1,1.1,10.1,14
01.08.202123:00,23,691.1,756.2,57,2,3,0.1,0.1,0.1,1.1,10.1,14
01.08.202123:30,23,691.1,756.2,57,2,3,0.1,0.1,0.1,1.1,10.1,14
01.09.202100:00,18,697.5,764.3,73,2,2,0.1,0.1,0.1,1.1,10.1,13
01.09.202100:30,18,697.5,764.3,78,2.5,1,0.1,0.1,0.1,1.1,10.1,14
01.09.202101:00,17,696.5,763.5,83,2.1,1,0.1,0.1,0.1,1.1,10.1,14
01.09.202101:30,17,696.5,763.5,83,0,0,0.1,0.1,0.1,1.1,10.1,14
01.09.202102:00,17,696.5,763.5,83,3,1,0.1,0.1,0.1,1.1,10.1,14
01.09.202102:30,17,696.5,763.5,83,2.9,1,0.1,0.1,0.1,1.1,10.1,14
01.09.202103:00,17,696.5,763.5,83,5,1,0.1,0.1,0.1,1.1,10.1,14
01.09.202103:30,17,696.5,763.5,83,5,1,0.1,0.1,0.1,1.1,10.1,14
01.09.202104:00,17,696.5,763.5,83,2.5,1,0.1,0.1,0.1,1.1,10.1,14
01.09.202104:30,17,695.9,762.8,83,5,1,0.1,0.1,0.1,1.1,10.1,14
01.09.202105:00,17,696.5,763.5,83,0,0,0.1,0.1,0.1,1.1,10.1,14
01.09.202105:30,17,696.5,763.5,83,1,1,0.1,0.1,0.1,1.1,10.1,14
01.09.202106:00,17,696.5,763.5,83,0,0,0.1,0.1,0.1,1.1,10.1,14
01.09.202106:30,17,696.5,763.5,88,0,0,0.1,0.1,0.1,1.1,10.1,15
01.09.202107:00,17,696.5,763.5,88,5,1,0.1,0.1,0.1,1.1,10.1,15
01.09.202107:30,18,696.7,763.5,78,1.1,1,0.1,0.1,0.1,1.1,10.1,14
01.09.202108:00,19,696.9,763.5,73,5,1,0.1,0.1,0.1,1.1,10.1,14
01.09.202108:30,19,696.9,763.5,68,5,1,0.1,0.1,0.1,1.1,10.1,13
01.09.202109:00,20,697.2,763.5,64,1,2,0.1,0.1,0.1,1.1,10.1,13
01.09.202109:30,21,697.4,763.5,60,0,0,0.1,0.1,0.1,1.1,10.1,13
01.09.202110:00,22,697.6,763.5,57,5,1,0.1,0.1,0.1,1.1,10.1,13
01.09.202110:30,22,697.6,763.5,57,1.9,2,0.1,0.1,0.1,1.1,10.1,13
01.09.202111:00,23,697.8,763.5,53,5,1,0.1,0.1,0.1,1.1,10.1,13
01.09.202111:30,24,697.4,762.8,47,5,1,0.1,0.1,0.1,1.1,10.1,12
01.09.202112:00,24,697.4,762.8,50,5,1,0.1,0.1,0.1,1.1,10.1,13
01.09.202112:30,24,697.4,762.8,47,5,1,0.1,0.1,0.1,1.1,10.1,12
01.09.202113:00,24,696.6,762,47,5,1,0.1,0.1,0.1,11.1,10.1,12
01.09.202113:30,24,696.6,762,47,5,1,0.1,0.1,0.1,11.1,10.1,12
01.09.202114:00,24,696.6,762,47,5,1,0.1,0.1,0.1,11.1,10.1,12
01.09.202114:30,24,696.6,762,50,4,2,0.1,0.1,0.1,11.1,10.1,13
01.09.202115:00,24,695.9,761.2,47,5,2,0.1,0.1,0.1,1.7,10.1,12
01.09.202115:30,24,695.9,761.2,50,3.5,3,0.1,0.1,0.1,1.6,10.1,13
01.09.202116:00,24,695.9,761.2,50,3.1,2,0.1,0.1,0.1,1.6,10.1,13
01.09.202116:30,24,695.9,761.2,50,3.1,2,0.1,0.1,0.1,1.6,10.1,13
01.09.202117:00,24,695.9,761.2,50,5,1,0.1,0.1,0.1,1.6,10.1,13
01.09.202117:30,24,695.9,761.2,54,3.1,2,0.1,0.1,0.1,1.6,10.1,14
01.09.202118:00,23,695.7,761.2,57,3,2,0.1,0.1,0.1,1.1,10.1,14
01.09.202118:30,22,695.5,761.2,61,3.5,2,0.1,0.1,0.1,1.1,10.1,14
01.09.202119:00,22,695.5,761.2,65,3.1,1,0.1,0.1,0.1,1.1,10.1,15
01.09.202119:30,21,695.3,761.2,69,3,1,0.1,0.1,0.1,1.1,10.1,15
01.09.202120:00,21,695.3,761.2,69,3.1,1,0.1,0.1,0.1,1.1,10.1,15
01.09.202120:30,21,695.3,761.2,69,5,1,0.1,0.1,0.1,1.1,10.1,15
01.09.202121:00,20,695.1,761.2,73,3,1,0.1,0.1,0.1,1.1,10.1,15
01.09.202121:30,20,695.8,762,73,3,1,0.1,0.1,0.1,1.1,10.1,15
01.09.202122:00,19,695.6,762,78,3,1,0.1,0.1,0.1,1.1,10.1,15
01.09.202122:30,19,695.6,762,83,3,1,0.1,0.1,0.1,1.1,10.1,16
01.09.202123:00,19,695.6,762,83,3,1,0.1,0.1,0.1,1.1,10.1,16
01.09.202123:30,19,695.6,762,83,2.9,1,0.1,0.1,0.1,1.1,10.1,16
01.10.202100:00,16,692.2,759,83,5,1,0.1,0.1,0.1,1.1,7,13
01.10.202100:30,15,692,759,82,2.1,2,0.1,0.1,0.1,1.1,7,12
01.10.202101:00,15,692,759,82,2.1,2,0.1,0.1,0.1,1.1,7,12
01.10.202101:30,14,691.7,759,88,2.1,2,0.1,0.1,0.1,1.1,6,12
01.10.202102:00,13,691.5,759,94,5,1,0.1,0.1,0.1,1.1,6,12
01.10.202102:30,14,691.7,759,88,5,1,0.1,0.1,0.1,1.1,6,12
01.10.202103:00,13,691.5,759,88,2,2,0.1,0.1,0.1,1.1,6,11
01.10.202103:30,13,691.5,759,88,5,1,0.1,0.1,0.1,1.1,6,11
01.10.202104:00,13,691.5,759,88,5,1,0.1,11,0.1,1.1,5,11
01.10.202104:30,12,691.3,759,94,5,1,0.1,11,0.1,1.1,4,11
01.10.202105:00,12,691.3,759,88,2,1,0.1,11,0.1,1.1,4,10
01.10.202105:30,12,691.9,759.7,88,2.1,2,0.1,11,0.1,1.1,4,10
01.10.202106:00,11,691.7,759.7,88,1.9,1,0.1,11,0.1,1.1,4,9
01.10.202106:30,11,691.7,759.7,94,1.9,1,0.1,11,0.1,1.1,4,10
01.10.202107:00,12,692.7,760.5,88,2,2,0.1,11,0.1,1.1,4,10
01.10.202107:30,13,692.9,760.5,94,1.9,2,0.1,11,0.1,1.1,4,12
01.10.202108:00,14,693.1,760.5,88,1.9,2,0.1,11,0.1,1.1,4,12
01.10.202108:30,16,693.6,760.5,83,1.9,2,0.1,11,0.1,1.1,4,13
01.10.202109:00,18,694,760.5,73,5,1,0.1,7,0.1,1.1,4,13
01.10.202109:30,18,694,760.5,68,5,1,0.1,7,0.1,1.1,5,12
01.10.202110:00,20,694.4,760.5,64,1.1,1,0.1,7,0.1,1.1,5,13
01.10.202110:30,21,694.6,760.5,53,5,1,0.1,7,0.1,1.1,5,11
01.10.202111:00,22,694.9,760.5,50,5,1,0.1,0.1,0.1,1.1,7,11
01.10.202111:30,23,694.3,759.7,36,5,1,0.1,0.1,0.1,1.1,8,7
01.10.202112:00,25,694.8,759.7,32,2.9,2,0.1,0.1,0.1,1.1,9,7
01.10.202112:30,25,694.1,759,30,3.5,2,0.1,0.1,0.1,1.1,10.1,6
01.10.202113:00,25,693.4,758.2,30,3.9,3,0.1,0.1,0.1,1.1,10.1,6
01.10.202113:30,26,693.6,758.2,28,3.5,3,0.1,0.1,0.1,1.1,10.1,6
01.10.202114:00,26,693.1,757.7,28,3.5,3,0.1,0.1,0.1,1.1,10.1,6
01.10.202114:30,26,693.1,757.7,26,3.5,3,0.1,0.1,0.1,1.1,10.1,5
01.10.202115:00,27,693.3,757.7,23,3.1,2,0.1,0.1,0.1,1.1,10.1,4
01.10.202115:30,28,692.8,756.9,23,3.9,3,0.1,0.1,0.1,1.1,10.1,5
01.10.202116:00,28,692.8,756.9,25,3.9,3,0.1,0.1,0.1,1.1,10.1,6
01.10.202116:30,27,692.6,756.9,24,3.5,3,0.1,0.1,0.1,1.1,10.1,5
01.10.202117:00,27,692.6,756.9,24,3.9,2,0.1,0.1,0.1,1.1,10.1,5
01.10.202117:30,26,692.4,756.9,32,5,1,0.1,0.1,0.1,1.1,10.1,8
01.10.202118:00,24,692,756.9,41,5,1,0.1,0.1,0.1,1.1,10.1,10
01.10.202118:30,20,691.1,756.9,56,2,1,0.1,0.1,0.1,1.1,10.1,11
01.10.202119:00,22,692.3,757.7,47,2,1,0.1,0.1,0.1,1.1,10.1,10
01.10.202119:30,21,692.1,757.7,46,1.9,3,0.1,0.1,0.1,1.1,10.1,9
01.10.202120:00,19,692.1,758.2,60,2.1,4,0.1,0.1,0.1,1.1,10.1,11
01.10.202120:30,19,692.1,758.2,64,2.1,5,0.1,0.1,0.1,1.1,7,12
01.10.202121:00,18,692.6,759,68,2.5,4,0.1,0.1,0.1,1.1,6,12
01.10.202121:30,17,692.4,759,73,2.1,4,0.1,7,0.1,1.1,5,12
01.10.202122:00,17,692.4,759,73,2.1,4,0.1,7,0.1,1.1,5,12
01.10.202122:30,17,692.4,759,73,2,4,0.1,7,0.1,1.1,5,12
01.10.202123:00,17,692.4,759,73,2,3,0.1,0.1,0.1,1.1,6,12
01.10.202123:30,16,692.2,759,77,2.1,2,0.1,0.1,0.1,1.1,6,12
01.11.202100:00,7,701.1,771.1,53,5,1,0.1,0.1,0.1,1.1,10.1,-2
01.11.202100:30,7,701.1,771.1,57,1.9,2,0.1,0.1,0.1,1.1,10.1,-1
01.11.202101:00,6,701.6,771.9,61,5,1,0.1,0.1,0.1,1.1,10.1,-1
01.11.202101:30,6,701.6,771.9,66,1.5,1,0.1,0.1,0.1,1.1,10.1,0
01.11.202102:00,4,701.1,771.9,65,5,1,0.1,0.1,0.1,1.1,10.1,-2
01.11.202102:30,5,701.4,771.9,70,1.9,2,0.1,0.1,0.1,1.1,10.1,0
01.11.202103:00,4,700.4,771.1,70,5,1,0.1,0.1,0.1,1.1,10.1,-1
01.11.202103:30,3,700.2,771.1,70,5,1,0.1,0.1,0.1,1.1,10.1,-2
01.11.202104:00,2,699.9,771.1,81,5,1,0.1,0.1,0.1,1.1,10.1,-1
01.11.202104:30,2,699.9,771.1,81,1.9,1,0.1,0.1,0.1,1.1,10.1,-1
01.11.202105:00,2,699.9,771.1,81,5,1,0.1,0.1,0.1,1.1,10.1,-1
01.11.202105:30,1,699.7,771.1,81,1.5,1,0.1,0.1,0.1,1.1,10.1,-2
01.11.202106:00,2,699.9,771.1,75,1.5,1,0.1,0.1,0.1,1.1,10.1,-2
01.11.202106:30,2,699.9,771.1,81,1.5,1,0.1,0.1,0.1,1.1,10.1,-1
01.11.202107:00,3,700.2,771.1,75,1.5,2,0.1,0.1,0.1,1.1,10.1,-1
01.11.202107:30,3,700.9,771.9,70,5,1,0.1,0.1,0.1,1.1,8,-2
01.11.202108:00,3,700.9,771.9,75,0,0,0.1,0.1,0.1,1.1,7,-1
01.11.202108:30,5,702.1,772.7,76,5,1,0.1,0.1,0.1,1.1,7,1
01.11.202109:00,7,702.6,772.7,57,5,1,0.1,0.1,0.1,1.1,10.1,-1
01.11.202109:30,8,702.8,772.7,57,5,1,0.1,0.1,0.1,1.1,10.1,0
01.11.202110:00,8,702.8,772.7,53,1.1,2,0.1,0.1,0.1,1.1,10.1,-1
01.11.202110:30,9,702.3,771.9,54,5,1,0.1,0.1,0.1,1.1,10.1,0
01.11.202111:00,10,702.6,771.9,50,5,1,0.1,0.1,0.1,1.1,7,0
01.11.202111:30,11,702.1,771.1,47,5,1,0.1,0.1,0.1,1.1,6,0
01.11.202112:00,12,702.3,771.1,41,5,1,0.1,0.1,0.1,1.1,6,-1
01.11.202112:30,13,701.9,770.4,36,5,1,0.1,0.1,0.1,1.1,6,-2
01.11.202113:00,14,701.4,769.6,33,5,2,0.1,0.1,0.1,1.1,7,-2
01.11.202113:30,14,701.4,769.6,31,3.5,2,0.1,0.1,0.1,1.1,8,-3
01.11.202114:00,15,701.6,769.6,27,5,1,0.1,0.1,0.1,1.1,9,-4
01.11.202114:30,15,701,768.9,25,5,1,0.1,0.1,0.1,1.1,9,-5
01.11.202115:00,15,701,768.9,25,5,1,0.1,0.1,0.1,1.1,9,-5
01.11.202115:30,15,700.3,768.1,25,3.1,2,0.1,0.1,0.1,1.1,9,-5
01.11.202116:00,14,700,768.1,29,3.5,2,0.1,0.1,0.1,1.1,9,-4
01.11.202116:30,13,699.8,768.1,33,3.5,1,0.1,0.1,0.1,1.1,9,-3
01.11.202117:00,13,699.8,768.1,33,4,1,0.1,0.1,0.1,1.1,9,-3
01.11.202117:30,11,699.3,768.1,44,4,1,0.1,0.1,0.1,1.1,8,-1
01.11.202118:00,9,698.9,768.1,58,3.5,1,0.1,0.1,0.1,1.1,8,1
01.11.202118:30,8,699.4,768.9,62,3.5,1,0.1,0.1,0.1,1.1,8,1
01.11.202119:00,9,699.6,768.9,54,2.9,1,0.1,0.1,0.1,1.1,8,0
01.11.202119:30,8,699.4,768.9,62,2,1,0.1,0.1,0.1,1.1,7,1
01.11.202120:00,10,699.8,768.9,47,2,3,0.1,0.1,0.1,1.1,7,-1
01.11.202120:30,9,699.6,768.9,50,2.1,3,0.1,0.1,0.1,1.1,8,-1
01.11.202121:00,8,699.4,768.9,66,2.1,3,0.1,0.1,0.1,1.1,6,2
01.11.202121:30,8,700,769.6,66,2.1,3,0.1,0.1,0.1,1.1,6,2
01.11.202122:00,8,699.4,768.9,71,2.1,4,0.1,0.1,0.1,1.1,6,3
01.11.202122:30,8,699.4,768.9,71,2.1,4,0.1,0.1,0.1,1.1,6,3
01.11.202123:00,8,699.4,768.9,71,2.1,4,0.1,0.1,0.1,1.1,6,3
01.11.202123:30,8,699.4,768.9,71,2.1,2,0.1,0.1,0.1,1.1,6,3
02.01.202100:00,-8,694.7,768.1,49,2.5,1,0.1,0.1,0.1,1.1,10.1,-17
02.01.202100:30,-8,694.7,768.1,53,2.1,2,0.1,0.1,0.1,1.1,10.1,-16
02.01.202101:00,-10,694.1,768.1,57,1.9,2,0.1,0.1,0.1,1.1,10.1,-17
02.01.202101:30,-9,694.4,768.1,53,2,1,0.1,0.1,0.1,1.1,10.1,-17
02.01.202102:00,-10,694.1,768.1,57,2,2,0.1,0.1,0.1,1.1,10.1,-17
02.01.202102:30,-9,694.4,768.1,53,5,1,0.1,0.1,0.1,1.1,10.1,-17
02.01.202103:00,-10,694.1,768.1,57,2,2,0.1,0.1,0.1,1.1,10.1,-17
02.01.202103:30,-11,693.9,768.1,57,5,1,0.1,0.1,0.1,1.1,10.1,-18
02.01.202104:00,-10,694.1,768.1,62,5,1,0.1,0.1,0.1,1.1,10.1,-16
02.01.202104:30,-11,693.9,768.1,62,2.1,2,0.1,0.1,0.1,1.1,10.1,-17
02.01.202105:00,-11,693.9,768.1,62,5,1,0.1,0.1,0.1,1.1,10.1,-17
02.01.202105:30,-12,693.6,768.1,67,2,2,0.1,0.1,0.1,1.1,10.1,-17
02.01.202106:00,-11,693.9,768.1,67,5,1,0.1,0.1,0.1,1.1,10.1,-16
02.01.202106:30,-11,694.6,768.9,67,5,1,0.1,0.1,0.1,1.1,10.1,-16
02.01.202107:00,-11,694.6,768.9,62,5,1,0.1,0.1,0.1,1.1,10.1,-17
02.01.202107:30,-11,694.6,768.9,62,2,2,0.1,0.1,0.1,1.1,7,-17
02.01.202108:00,-10,694.9,768.9,62,5,1,0.1,0.1,0.1,1.1,7,-16
02.01.202108:30,-11,695.2,769.6,67,5,1,0.1,0.1,0.1,1.1,7,-16
02.01.202109:00,-8,696,769.6,62,0,0,0.1,7,0.1,1.1,5,-14
02.01.202109:30,-6,696.5,769.6,54,5,1,0.1,0.1,0.1,1.1,7,-14
02.01.202110:00,-4,697.1,769.6,46,5,1,0.1,0.1,0.1,1.1,7,-14
02.01.202110:30,-3,698,770.4,43,5,1,0.1,0.1,0.1,1.1,6,-14
02.01.202111:00,-1,697.8,769.6,37,3.5,1,0.1,0.1,0.1,1.1,7,-14
02.01.202111:30,1,698.3,769.6,29,5,1,0.1,0.1,0.1,1.1,8,-15
02.01.202112:00,1,698.3,769.6,29,3.5,2,0.1,0.1,0.1,1.1,8,-15
02.01.202112:30,2,697.9,768.9,27,3,2,0.1,0.1,0.1,1.1,9,-15
02.01.202113:00,3,698.2,768.9,26,3.1,2,0.1,0.1,0.1,1.1,9,-15
02.01.202113:30,5,697.9,768.1,22,3,2,0.1,0.1,0.1,1.1,10.1,-15
02.01.202114:00,5,697.2,767.3,20,3.1,2,0.1,0.1,0.1,1.1,10.1,-16
02.01.202114:30,5,697.2,767.3,17,5,1,0.1,0.1,0.1,1.1,10.1,-18
02.01.202115:00,6,697.4,767.3,16,5,1,0.1,0.1,0.1,1.1,10.1,-18
02.01.202115:30,5,697.2,767.3,19,3.1,2,0.1,0.1,0.1,1.1,10.1,-17
02.01.202116:00,5,697.2,767.3,19,5,1,0.1,0.1,0.1,1.1,10.1,-17
02.01.202116:30,4,697.7,768.1,18,3.1,2,0.1,0.1,0.1,1.1,10.1,-18
02.01.202117:00,3,697.5,768.1,20,5,1,0.1,0.1,0.1,1.1,10.1,-18
02.01.202117:30,1,697,768.1,25,5,1,0.1,0.1,0.1,1.1,10.1,-17
02.01.202118:00,-1,697.2,768.9,34,4,1,0.1,0.1,0.1,1.1,10.1,-15
02.01.202118:30,-2,696.9,768.9,40,5,1,0.1,0.1,0.1,1.1,10.1,-14
02.01.202119:00,-4,696.4,768.9,42,5,1,0.1,0.1,0.1,1.1,10.1,-15
02.01.202119:30,-2,696.9,768.9,37,2,3,0.1,0.1,0.1,1.1,10.1,-15
02.01.202120:00,-2,697.6,769.6,37,5,2,0.1,0.1,0.1,1.1,10.1,-15
02.01.202120:30,-4,697.8,770.4,39,5,1,0.1,0.1,0.1,1.1,10.1,-16
02.01.202121:00,-6,697.3,770.4,45,5,1,0.1,0.1,0.1,1.1,10.1,-16
02.01.202121:30,-5,697.5,770.4,46,5,1,0.1,0.1,0.1,1.1,10.1,-15
02.01.202122:00,-6,697.3,770.4,49,5,1,0.1,0.1,0.1,1.1,10.1,-15
02.01.202122:30,-6,697.9,771.1,54,5,1,0.1,0.1,0.1,1.1,10.1,-14
02.01.202123:00,-7,697.6,771.1,53,5,1,0.1,0.1,0.1,1.1,10.1,-15
02.01.202123:30,-8,697.4,771.1,58,5,1,0.1,0.1,0.1,1.1,10.1,-15
02.02.202100:00,-6,697.9,771.1,25,1.5,5,0.1,0.1,0.1,1.1,10.1,-23
02.02.202100:30,-6,697.3,770.4,25,1.1,3,0.1,0.1,0.1,1.1,10.1,-23
02.02.202101:00,-5,697.5,770.4,25,1,3,0.1,0.1,0.1,1.1,10.1,-22
02.02.202101:30,-5,697.5,770.4,25,5.1,5,0.1,0.1,0.1,1.1,10.1,-22
02.02.202102:00,-5,697.5,770.4,25,5.1,6,0.1,0.1,0.1,1.1,10.1,-22
02.02.202102:30,-5,697.5,770.4,23,5.1,6,0.1,0.1,0.1,1.1,10.1,-23
02.02.202103:00,-6,696.5,769.6,25,1,4,0.1,0.1,0.1,1.1,10.1,-23
02.02.202103:30,-7,697,770.4,27,5,1,0.1,0.1,0.1,1.1,10.1,-23
02.02.202104:00,-8,696.7,770.4,35,3,2,0.1,0.1,0.1,1.1,10.1,-21
02.02.202104:30,-10,696.2,770.4,41,3,2,0.1,0.1,0.1,1.1,10.1,-21
02.02.202105:00,-11,695.9,770.4,40,3,1,0.1,0.1,0.1,1.1,10.1,-22
02.02.202105:30,-11,695.9,770.4,44,5,1,0.1,0.1,0.1,1.1,10.1,-21
02.02.202106:00,-13,695.4,770.4,61,3,2,0.1,0.1,0.1,1.1,10.1,-19
